dataset,method,seed,loss,mse,dice,iou,beta0_error,beta1_error,topology_exact
shapes,Conditional sampled,105,0.041478425723577725,0.0065040052342974376,0.9676638659579159,0.9390136516950567,0.07045107363706186,0.3755768964318474,0.7071810393653143
shapes,Conditional selector,101,0.04025149602743454,0.006422277453570474,0.9681784062682031,0.9399433803871076,0.06513026052104208,0.3680694722778891,0.7157648630594522
shapes,Conditional selector,102,0.0404019691578654,0.006434889481810955,0.9681508808059451,0.9398961189398797,0.06613226452905811,0.3700734802939212,0.7137608550434201
shapes,Conditional selector,103,0.04024758760938778,0.006412854674018371,0.9682470851526386,0.9400712153283233,0.0644622578490314,0.36840347361389447,0.7157648630594522
shapes,Conditional selector,104,0.04033784558180995,0.006433004927210421,0.9681428491706747,0.9398770608032732,0.06513026052104208,0.36840347361389447,0.7150968603874416
shapes,Conditional selector,105,0.040381484487975614,0.0064317002338403475,0.9681476143173012,0.9398897250978625,0.0644622578490314,0.37040748162992654,0.7144288577154309
shapes,Exact gate sampled,101,0.04616059522800391,0.0068739717786681555,0.9660945230494655,0.9369524889269205,0.11763211756718445,0.4255264040439296,0.6878043912414485
shapes,Exact gate sampled,102,0.04572334592773133,0.006839664890128921,0.9652270036947271,0.9352838904846319,0.14543154332989358,0.3912713028032509,0.6842648033342389
shapes,Exact gate sampled,103,0.04676812031212818,0.006796202713855515,0.9653442191441228,0.9354451266255506,0.1321272004242258,0.39472223723404676,0.675314402131434
shapes,Exact gate sampled,104,0.04518309362050701,0.006822946488746608,0.9668444847631931,0.9377572857859051,0.10118091486693981,0.4232064360743528,0.6907824392825018
shapes,Exact gate sampled,105,0.046193203699230176,0.0068807235870609,0.966116346672879,0.9369637981956245,0.11942604914689638,0.4269122789341458,0.6876682462931039
shapes,Exact softmax gate,101,0.04460547807979191,0.00667727239385972,0.9669937976947228,0.9381958045567802,0.05778223112892451,0.41850367401469607,0.6940547762191048
shapes,Exact softmax gate,102,0.04452370990674315,0.006632912842102204,0.9659844357815631,0.9364358273176353,0.07915831663326653,0.3867735470941884,0.6870407481629927
shapes,Exact softmax gate,103,0.04554496202790682,0.006643640316101202,0.9659243827261188,0.9363509939589177,0.08817635270541083,0.38877755511022044,0.6800267201068805
shapes,Exact softmax gate,104,0.04350674286126854,0.0066476993600501,0.9675801556793587,0.9388097838116233,0.05177020708082832,0.41449565798263194,0.6967267869071476
shapes,Exact softmax gate,105,0.04469268627154208,0.006676692529828992,0.9669424879108216,0.9381253790811623,0.05644622578490314,0.4211756847027388,0.6930527722110889
shapes,Input,-1,0.46155502036138946,0.04996871632747829,0.785920570742819,0.6742294737545759,68.32097528390113,7.438877755511022,0.0
shapes,Learned local filter,-1,0.08193073397833367,0.0063644360475891785,0.9643443053567134,0.9332735341068805,0.5407481629926519,0.43687374749499,0.5033400133600534
shapes,No topology,101,0.05058144624564696,0.006306014836970275,0.968418478985972,0.9403943134034736,0.09986639946559786,0.4605878423513694,0.6696726786907148
shapes,No topology,102,0.050090593993846695,0.006313987957731797,0.9683831743820975,0.9403276596239145,0.09719438877755511,0.45490981963927857,0.6723446893787575
shapes,No topology,103,0.05078257167461155,0.006298186680069807,0.968440586754843,0.9404349564832999,0.09919839679358718,0.46292585170340683,0.6690046760187041
shapes,No topology,104,0.050142356969915494,0.006305579939131262,0.968408213489646,0.940374673514362,0.09752839011356046,0.45724782899131594,0.6720106880427522
shapes,No topology,105,0.050250330689691716,0.006296157157624917,0.968439735746493,0.940433024768537,0.09719438877755511,0.4605878423513694,0.6720106880427522
shapes,O_square2,-1,0.22704949914296194,0.014917856569443888,0.9084340859014696,0.8466121859038076,0.8981295925183701,3.0046760187040746,0.10821643286573146
shapes,O_square3,-1,0.2504509009033931,0.03176781805008784,0.7726097321469606,0.6768539857488644,0.7378089512358049,1.431195724782899,0.17334669338677355
shapes,O_square4,-1,0.286276299804512,0.04759692988806513,0.6445824532875751,0.5405104874124249,0.72812291249165,1.1302605210420842,0.22311289245156982
shapes,Oracle (diagnostic),-1,0.028381750645128257,0.006672343553892452,0.9687074898186372,0.941402324011356,0.03740814963259853,0.21075484301937208,0.8102872411489646
shapes,Soft morphology,-1,0.11911560095584836,0.017240064645948565,0.8960799675706748,0.830280500448998,0.33567134268537074,0.7862391449565799,0.4696058784235137
shapes,Three openings,101,0.19599643427182667,0.021197777503455577,0.875515437249833,0.7951764380637943,0.8410153640614563,2.1015364061456245,0.24949899799599198
shapes,Three openings,102,0.1964992268896256,0.021116161724807948,0.8752641854185037,0.7949731534432197,0.8527054108216433,2.109552438209753,0.25083500334001335
shapes,Three openings,103,0.19661437582145594,0.02109137255947428,0.8756917631105544,0.7955851970688043,0.8496993987975952,2.1339345357381427,0.24983299933199732
shapes,Three openings,104,0.19620742930678658,0.02133216085303173,0.8751929168283233,0.7946552772989312,0.8423513694054776,2.097194388777555,0.24949899799599198
shapes,Three openings,105,0.1962667628908881,0.021272434918839348,0.8751246620634603,0.7947035569168337,0.8443553774215097,2.1092184368737477,0.250501002004008
shapes,Training best,-1,0.04499574974560087,0.0065939170267985975,0.967103563034402,0.9380147069595859,0.12992651970607882,0.3496993987975952,0.6796927187708751
shapes,Uniform sampled,-1,0.2601585206286907,0.04675612809630595,0.7952983879525719,0.7088240317518036,11.41118796515364,1.4040015492602205,0.199054017397662
shapes,Validation best,-1,0.04499574974560087,0.0065939170267985975,0.967103563034402,0.9380147069595859,0.12992651970607882,0.3496993987975952,0.6796927187708751
shapes,area16,-1,0.04982006410208751,0.006999386527120908,0.9644151077952572,0.9335622719028056,0.0394121576486306,0.5080160320641283,0.6533066132264529
shapes,area3,-1,0.16904559805505945,0.014903359971816634,0.9229459121907146,0.8700053510367401,5.327321309285237,0.3834335337341349,0.2571810287241149
shapes,area32,-1,0.08433638844342685,0.010122820896830996,0.9371455090985304,0.8969364159415497,0.11222444889779559,0.7695390781563126,0.5073480293921175
shapes,area8,-1,0.04499574974560087,0.0065939170267985975,0.967103563034402,0.9380147069595859,0.12992651970607882,0.3496993987975952,0.6796927187708751
shapes,gaussian06,-1,0.24853597383495993,0.01686416814272144,0.9120466221362726,0.8521549159201737,10.27755511022044,1.0905143620574482,0.0865063460253841
shapes,gaussian10,-1,0.09150007941464329,0.008658810703814294,0.9486569102862391,0.9075429746793587,0.4362057448229793,0.6085504342017368,0.5327321309285237
shapes,median3,-1,0.12865369326521875,0.0112412324798173,0.934793951261523,0.8840728501342685,0.811623246492986,0.6927187708750835,0.4111556446225785
shapes,median5,-1,0.16713552581346694,0.022219786774602537,0.8534835674178357,0.7727410651281229,0.5791583166332666,0.9722778891115564,0.3914495657982632
